Index,Device,Time,Lon,Lat,Power Headroom
2099,UE1,22-06-22 11:39:44.342,,,63
2100,UE1,22-06-22 11:39:45.347,,,63
2101,UE1,22-06-22 11:39:47.345,,,63
2102,UE1,22-06-22 11:39:48.337,,,63
2103,UE1,22-06-22 11:39:49.354,,,63
2104,UE1,22-06-22 11:39:51.364,,,63
2105,UE1,22-06-22 11:39:52.361,,,63
2106,UE1,22-06-22 11:39:53.369,,,63
2107,UE1,22-06-22 11:39:54.371,,,63
2108,UE1,22-06-22 11:39:55.367,,,63
2109,UE1,22-06-22 11:39:56.375,,,63
2110,UE1,22-06-22 11:39:57.370,,,63
2111,UE1,22-06-22 11:39:58.375,,,63
2112,UE1,22-06-22 11:39:59.380,,,63
2113,UE1,22-06-22 11:40:00.378,,,63
2114,UE1,22-06-22 11:40:01.378,,,63
2115,UE1,22-06-22 11:40:02.393,,,63
2116,UE1,22-06-22 11:40:03.387,,,63
2117,UE1,22-06-22 11:40:04.386,,,63
2118,UE1,22-06-22 11:40:05.399,,,63
2119,UE1,22-06-22 11:40:06.394,,,63
2120,UE1,22-06-22 11:40:07.401,,,63
2121,UE1,22-06-22 11:40:08.393,,,63
2122,UE1,22-06-22 11:40:09.399,,,63
2123,UE1,22-06-22 11:40:10.402,,,63
2124,UE1,22-06-22 11:40:11.412,,,63
2125,UE1,22-06-22 11:40:12.403,,,63
2126,UE1,22-06-22 11:40:13.410,,,63
2127,UE1,22-06-22 11:40:14.416,,,63
2128,UE1,22-06-22 11:40:15.429,,,63
2129,UE1,22-06-22 11:40:16.420,,,63
2130,UE1,22-06-22 11:40:17.421,,,63
2131,UE1,22-06-22 11:40:18.430,,,63
2132,UE1,22-06-22 11:40:19.424,,,63
2133,UE1,22-06-22 11:40:20.422,,,63
2134,UE1,22-06-22 11:40:21.434,,,63
2135,UE1,22-06-22 11:40:22.449,,,63
2136,UE1,22-06-22 11:40:23.451,,,63
2137,UE1,22-06-22 11:40:24.458,,,63
2138,UE1,22-06-22 11:40:25.444,,,63
2139,UE1,22-06-22 11:40:26.452,,,63
2140,UE1,22-06-22 11:40:27.460,,,63
2141,UE1,22-06-22 11:40:29.455,,,63
2142,UE1,22-06-22 11:40:30.457,,,63
2143,UE1,22-06-22 11:40:31.459,,,63
2144,UE1,22-06-22 11:40:33.461,,,63
2145,UE1,22-06-22 11:40:34.461,,,63
2146,UE1,22-06-22 11:40:35.466,,,63
2147,UE1,22-06-22 11:40:36.499,,,63
2148,UE1,22-06-22 11:40:37.488,,,63
2149,UE1,22-06-22 11:40:38.504,,,63
2150,UE1,22-06-22 11:40:39.561,,,63
2151,UE1,22-06-22 11:40:40.548,,,63
2152,UE1,22-06-22 11:40:41.570,,,63
2153,UE1,22-06-22 11:40:42.567,,,63
2154,UE1,22-06-22 11:40:43.570,,,63
2155,UE1,22-06-22 11:40:44.575,,,63
2156,UE1,22-06-22 11:40:45.586,,,63
2157,UE1,22-06-22 11:40:46.581,,,63
2158,UE1,22-06-22 11:40:47.586,,,63
2159,UE1,22-06-22 11:40:49.591,,,63
2160,UE1,22-06-22 11:40:50.596,,,63
2161,UE1,22-06-22 11:40:51.608,,,63
2162,UE1,22-06-22 11:40:52.665,,,63
2163,UE1,22-06-22 11:40:53.670,,,63
2164,UE1,22-06-22 11:40:54.666,,,63
2165,UE1,22-06-22 11:40:55.662,,,63
2166,UE1,22-06-22 11:40:56.666,,,63
2167,UE1,22-06-22 11:40:57.688,,,63
2168,UE1,22-06-22 11:40:58.700,,,63
2169,UE1,22-06-22 11:40:59.706,,,63
2170,UE1,22-06-22 11:41:00.700,,,63
2171,UE1,22-06-22 11:41:01.712,,,63
2172,UE1,22-06-22 11:41:02.713,,,63
2173,UE1,22-06-22 11:41:03.707,,,63
2174,UE1,22-06-22 11:41:04.720,,,63
2175,UE1,22-06-22 11:41:05.734,,,63
2176,UE1,22-06-22 11:41:06.721,,,63
2177,UE1,22-06-22 11:41:07.727,,,63
2178,UE1,22-06-22 11:41:08.743,,,63
2179,UE1,22-06-22 11:41:09.737,,,63
2180,UE1,22-06-22 11:41:10.745,,,63
2181,UE1,22-06-22 11:41:11.756,,,63
2182,UE1,22-06-22 11:41:12.744,,,63
2183,UE1,22-06-22 11:41:13.755,,,63
2184,UE1,22-06-22 11:41:14.760,,,63
2185,UE1,22-06-22 11:41:15.755,,,63
2186,UE1,22-06-22 11:41:17.775,,,63
2187,UE1,22-06-22 11:41:18.767,,,63
2188,UE1,22-06-22 11:41:19.766,,,63
2189,UE1,22-06-22 11:41:20.782,,,63
2190,UE1,22-06-22 11:41:21.792,,,63
2191,UE1,22-06-22 11:41:22.783,,,63
2192,UE1,22-06-22 11:41:23.799,,,63
2193,UE1,22-06-22 11:41:25.857,,,63
2194,UE1,22-06-22 11:41:26.852,,,63
2195,UE1,22-06-22 11:41:27.858,,,63
2196,UE1,22-06-22 11:41:29.921,,,63
2197,UE1,22-06-22 11:41:30.923,,,63
2198,UE1,22-06-22 11:41:31.914,,,63
2199,UE1,22-06-22 11:41:33.926,,,63
2200,UE1,22-06-22 11:41:34.922,,,63
2201,UE1,22-06-22 11:41:35.927,,,63
2202,UE1,22-06-22 11:41:36.936,,,63
2203,UE1,22-06-22 11:41:37.921,,,63
2204,UE1,22-06-22 11:41:38.936,,,63
2205,UE1,22-06-22 11:41:39.941,,,63
2206,UE1,22-06-22 11:41:41.943,,,63
2207,UE1,22-06-22 11:41:42.953,,,63
2208,UE1,22-06-22 11:41:43.945,,,63
2209,UE1,22-06-22 11:41:44.946,,,63
2210,UE1,22-06-22 11:41:45.954,,,63
2211,UE1,22-06-22 11:41:46.945,,,63
2212,UE1,22-06-22 11:41:47.952,,,63
2213,UE1,22-06-22 11:41:48.959,,,63
2214,UE1,22-06-22 11:41:49.966,,,63
2215,UE1,22-06-22 11:41:50.972,,,63
2216,UE1,22-06-22 11:41:51.962,,,63
2217,UE1,22-06-22 11:41:52.981,,,63
2218,UE1,22-06-22 11:41:53.979,,,63
2219,UE1,22-06-22 11:41:54.987,,,63
2220,UE1,22-06-22 11:41:56.002,,,63
2221,UE1,22-06-22 11:41:57.032,,,63
2222,UE1,22-06-22 11:41:58.041,,,63
2223,UE1,22-06-22 11:41:59.045,,,63
2224,UE1,22-06-22 11:42:00.054,,,63
2225,UE1,22-06-22 11:42:01.048,,,63
2226,UE1,22-06-22 11:42:02.050,,,63
2227,UE1,22-06-22 11:42:03.062,,,63
2228,UE1,22-06-22 11:42:04.054,,,63
2229,UE1,22-06-22 11:42:05.063,,,63
2230,UE1,22-06-22 11:42:06.065,,,63
2231,UE1,22-06-22 11:42:07.069,,,63
2232,UE1,22-06-22 11:42:08.081,,,63
2233,UE1,22-06-22 11:42:10.093,,,63
2234,UE1,22-06-22 11:42:12.106,,,63
2235,UE1,22-06-22 11:42:14.103,,,63
2236,UE1,22-06-22 11:42:15.111,,,63
2237,UE1,22-06-22 11:42:16.099,,,63
2238,UE1,22-06-22 11:42:17.112,,,63
2239,UE1,22-06-22 11:42:18.112,,,63
2240,UE1,22-06-22 11:42:19.123,,,63
2241,UE1,22-06-22 11:42:20.183,,,63
2242,UE1,22-06-22 11:42:21.192,,,63
2243,UE1,22-06-22 11:42:22.191,,,63
2244,UE1,22-06-22 11:42:23.195,,,63
2245,UE1,22-06-22 11:42:24.193,,,63
2246,UE1,22-06-22 11:42:25.186,,,63
2247,UE1,22-06-22 11:42:26.191,,,63
2248,UE1,22-06-22 11:42:27.198,,,63
2249,UE1,22-06-22 11:42:28.206,,,63
2250,UE1,22-06-22 11:42:30.215,,,63
2251,UE1,22-06-22 11:42:31.210,,,63
2252,UE1,22-06-22 11:42:32.219,,,63
2253,UE1,22-06-22 11:42:33.211,,,63
2254,UE1,22-06-22 11:42:34.221,,,63
2255,UE1,22-06-22 11:42:35.225,,,63
2256,UE1,22-06-22 11:42:36.232,,,63
2257,UE1,22-06-22 11:42:38.242,,,63
2258,UE1,22-06-22 11:42:39.248,,,63
2259,UE1,22-06-22 11:42:40.272,,,63
2260,UE1,22-06-22 11:42:42.265,,,63
2261,UE1,22-06-22 11:42:43.271,,,63
2262,UE1,22-06-22 11:42:44.324,,,63
2263,UE1,22-06-22 11:42:45.329,,,63
2264,UE1,22-06-22 11:42:46.368,,,63
2265,UE1,22-06-22 11:42:47.373,,,63
2266,UE1,22-06-22 11:42:48.383,,,63
2267,UE1,22-06-22 11:42:49.384,,,63
2268,UE1,22-06-22 11:42:50.390,,,63
2269,UE1,22-06-22 11:42:51.390,,,63
2270,UE1,22-06-22 11:42:53.409,,,63
2271,UE1,22-06-22 11:42:54.404,,,63
2272,UE1,22-06-22 11:42:55.418,,,63
2273,UE1,22-06-22 11:42:56.448,,,63
2274,UE1,22-06-22 11:42:57.466,,,63
2275,UE1,22-06-22 11:42:58.466,,,63
2276,UE1,22-06-22 11:42:59.474,,,63
2277,UE1,22-06-22 11:43:00.478,,,63
2278,UE1,22-06-22 11:43:01.508,,,63
2279,UE1,22-06-22 11:43:02.502,,,63
2280,UE1,22-06-22 11:43:03.525,,,63
2281,UE1,22-06-22 11:43:04.536,,,63
2282,UE1,22-06-22 11:43:05.536,,,63
2283,UE1,22-06-22 11:43:06.546,,,63
2284,UE1,22-06-22 11:43:07.542,,,63
2285,UE1,22-06-22 11:43:08.541,,,63
2286,UE1,22-06-22 11:43:09.561,,,63
2287,UE1,22-06-22 11:43:10.559,,,63
2288,UE1,22-06-22 11:43:11.543,,,63
2289,UE1,22-06-22 11:43:12.560,,,63
2290,UE1,22-06-22 11:43:13.549,,,63
2291,UE1,22-06-22 11:43:14.548,,,63
2292,UE1,22-06-22 11:43:15.572,,,63
2293,UE1,22-06-22 11:43:16.567,,,63
2294,UE1,22-06-22 11:43:17.567,,,63
2295,UE1,22-06-22 11:43:18.570,,,63
2296,UE1,22-06-22 11:43:19.564,,,63
2297,UE1,22-06-22 11:43:20.574,,,63
2298,UE1,22-06-22 11:43:21.591,,,63
2299,UE1,22-06-22 11:43:22.588,,,63
2300,UE1,22-06-22 11:43:23.600,,,63
2301,UE1,22-06-22 11:43:24.597,,,63
2302,UE1,22-06-22 11:43:25.601,,,63
2303,UE1,22-06-22 11:43:26.604,,,63
2304,UE1,22-06-22 11:43:27.611,,,63
2305,UE1,22-06-22 11:43:28.612,,,63
2306,UE1,22-06-22 11:43:29.644,,,63
2307,UE1,22-06-22 11:43:30.636,,,63
2308,UE1,22-06-22 11:43:31.672,,,63
2309,UE1,22-06-22 11:43:32.688,,,63
2310,UE1,22-06-22 11:43:33.695,,,63
2311,UE1,22-06-22 11:43:34.682,,,63
2312,UE1,22-06-22 11:43:35.690,,,63
2313,UE1,22-06-22 11:43:36.700,,,63
2314,UE1,22-06-22 11:43:37.696,,,63
2315,UE1,22-06-22 11:43:38.689,,,63
2316,UE1,22-06-22 11:43:39.703,,,63
2317,UE1,22-06-22 11:43:40.707,,,63
2318,UE1,22-06-22 11:43:41.714,,,63
2319,UE1,22-06-22 11:43:42.726,,,63
2320,UE1,22-06-22 11:43:43.715,,,63
2321,UE1,22-06-22 11:43:44.715,,,63
2322,UE1,22-06-22 11:43:45.737,,,63
2323,UE1,22-06-22 11:43:46.725,,,63
2324,UE1,22-06-22 11:43:47.734,,,63
2325,UE1,22-06-22 11:43:48.736,,,63
2326,UE1,22-06-22 11:43:49.737,,,63
2327,UE1,22-06-22 11:43:50.736,,,63
2328,UE1,22-06-22 11:43:51.747,,,63
2329,UE1,22-06-22 11:43:53.749,,,63
2330,UE1,22-06-22 11:43:54.753,,,63
2331,UE1,22-06-22 11:43:55.756,,,63
2332,UE1,22-06-22 11:43:56.747,,,63
2333,UE1,22-06-22 11:43:57.749,,,63
2334,UE1,22-06-22 11:43:58.757,,,63
2335,UE1,22-06-22 11:43:59.752,,,63
2336,UE1,22-06-22 11:44:00.758,,,63
2337,UE1,22-06-22 11:44:01.762,,,63
2338,UE1,22-06-22 11:44:02.767,,,63
2339,UE1,22-06-22 11:44:03.766,,,63
2340,UE1,22-06-22 11:44:04.777,,,63
2341,UE1,22-06-22 11:44:05.773,,,63
2342,UE1,22-06-22 11:44:06.779,,,63
2343,UE1,22-06-22 11:44:07.790,,,63
2344,UE1,22-06-22 11:44:09.781,,,63
2345,UE1,22-06-22 11:44:10.790,,,63
2346,UE1,22-06-22 11:44:11.798,,,63
2347,UE1,22-06-22 11:44:13.801,,,63
2348,UE1,22-06-22 11:44:14.803,,,63
2349,UE1,22-06-22 11:44:15.803,,,63
2350,UE1,22-06-22 11:44:16.807,,,63
2351,UE1,22-06-22 11:44:17.816,,,63
2352,UE1,22-06-22 11:44:18.814,,,63
2353,UE1,22-06-22 11:44:19.817,,,63
2354,UE1,22-06-22 11:44:20.824,,,63
2355,UE1,22-06-22 11:44:21.823,,,63
2356,UE1,22-06-22 11:44:22.819,,,63
2357,UE1,22-06-22 11:44:23.827,,,63
2358,UE1,22-06-22 11:44:24.819,,,63
2359,UE1,22-06-22 11:44:25.812,,,63
2360,UE1,22-06-22 11:44:26.812,,,63
2361,UE1,22-06-22 11:44:27.819,,,63
2362,UE1,22-06-22 11:44:28.850,,,63
2363,UE1,22-06-22 11:44:29.862,,,63
2364,UE1,22-06-22 11:44:30.857,,,63
2365,UE1,22-06-22 11:44:31.866,,,63
2366,UE1,22-06-22 11:44:32.868,,,63
2367,UE1,22-06-22 11:44:33.871,,,63
2368,UE1,22-06-22 11:44:34.881,,,63
2369,UE1,22-06-22 11:44:35.875,,,63
2370,UE1,22-06-22 11:44:36.880,,,63
2371,UE1,22-06-22 11:44:37.885,,,63
2372,UE1,22-06-22 11:44:39.882,,,63
2373,UE1,22-06-22 11:44:40.884,,,63
2374,UE1,22-06-22 11:44:41.892,,,63
2375,UE1,22-06-22 11:44:43.959,,,63
2376,UE1,22-06-22 11:44:44.962,,,63
2377,UE1,22-06-22 11:44:45.964,,,63
2378,UE1,22-06-22 11:44:46.973,,,63
2379,UE1,22-06-22 11:44:47.958,,,63
2380,UE1,22-06-22 11:44:48.972,,,63
2381,UE1,22-06-22 11:44:49.982,,,63
2382,UE1,22-06-22 11:44:50.974,,,63
2383,UE1,22-06-22 11:44:51.972,,,63
2384,UE1,22-06-22 11:44:52.983,,,63
2385,UE1,22-06-22 11:44:53.970,,,63
2386,UE1,22-06-22 11:44:55.973,,,63
2387,UE1,22-06-22 11:44:56.979,,,63
2388,UE1,22-06-22 11:44:57.988,,,63
2389,UE1,22-06-22 11:44:58.980,,,63
2390,UE1,22-06-22 11:44:59.987,,,63
2391,UE1,22-06-22 11:45:01.002,,,63
2392,UE1,22-06-22 11:45:02.002,,,63
2393,UE1,22-06-22 11:45:04.059,,,63
2394,UE1,22-06-22 11:45:05.074,,,63
2395,UE1,22-06-22 11:45:06.066,,,63
2396,UE1,22-06-22 11:45:07.082,,,63
2397,UE1,22-06-22 11:45:08.065,,,63
2398,UE1,22-06-22 11:45:09.080,,,63
2399,UE1,22-06-22 11:45:10.079,,,60
2400,UE1,22-06-22 11:45:12.091,,,63
2401,UE1,22-06-22 11:45:13.101,,,63
2402,UE1,22-06-22 11:45:14.102,,,63
2403,UE1,22-06-22 11:45:16.115,,,63
2404,UE1,22-06-22 11:45:17.104,,,63
2405,UE1,22-06-22 11:45:18.107,,,63
2406,UE1,22-06-22 11:45:20.117,,,63
2407,UE1,22-06-22 11:45:21.128,,,63
2408,UE1,22-06-22 11:45:22.121,,,63
2409,UE1,22-06-22 11:45:24.132,,,63
2410,UE1,22-06-22 11:45:25.124,,,63
2411,UE1,22-06-22 11:45:26.126,,,63
2412,UE1,22-06-22 11:45:27.129,,,63
2413,UE1,22-06-22 11:45:28.135,,,63
2414,UE1,22-06-22 11:45:29.137,,,63
2415,UE1,22-06-22 11:45:30.144,,,63
2416,UE1,22-06-22 11:45:31.138,,,63
2417,UE1,22-06-22 11:45:32.142,,,63
2418,UE1,22-06-22 11:45:33.153,,,63
2419,UE1,22-06-22 11:45:34.145,,,63
2420,UE1,22-06-22 11:45:36.157,,,63
2421,UE1,22-06-22 11:45:37.145,,,63
2422,UE1,22-06-22 11:45:38.149,,,63
2423,UE1,22-06-22 11:45:39.155,,,63
2424,UE1,22-06-22 11:45:40.153,,,63
2425,UE1,22-06-22 11:45:41.156,,,63
2426,UE1,22-06-22 11:45:42.164,,,63
2427,UE1,22-06-22 11:45:44.168,,,63
2428,UE1,22-06-22 11:45:45.185,,,62
2429,UE1,22-06-22 11:45:46.175,,,63
2430,UE1,22-06-22 11:45:47.174,,,63
2431,UE1,22-06-22 11:45:48.179,,,62
2432,UE1,22-06-22 11:45:49.180,,,62
2433,UE1,22-06-22 11:45:50.182,,,62
2434,UE1,22-06-22 11:45:51.182,,,62
2435,UE1,22-06-22 11:45:52.223,,,63
2436,UE1,22-06-22 11:45:53.249,,,63
2437,UE1,22-06-22 11:45:54.245,,,63
2438,UE1,22-06-22 11:45:55.247,,,63
2439,UE1,22-06-22 11:45:56.256,,,62
2440,UE1,22-06-22 11:45:57.250,,,63
2441,UE1,22-06-22 11:45:58.255,,,63
2442,UE1,22-06-22 11:45:59.261,,,63
2443,UE1,22-06-22 11:46:00.255,,,63
2444,UE1,22-06-22 11:46:01.272,,,62
2445,UE1,22-06-22 11:46:02.264,,,63
2446,UE1,22-06-22 11:46:03.281,,,63
2447,UE1,22-06-22 11:46:04.271,,,62
2448,UE1,22-06-22 11:46:05.275,,,63
2449,UE1,22-06-22 11:46:06.279,,,61
2450,UE1,22-06-22 11:46:07.336,,,63
2451,UE1,22-06-22 11:46:08.335,,,63
2452,UE1,22-06-22 11:46:09.351,,,63
2453,UE1,22-06-22 11:46:10.404,,,63
2454,UE1,22-06-22 11:46:11.416,,,63
2455,UE1,22-06-22 11:46:12.405,,,63
2456,UE1,22-06-22 11:46:13.404,,,63
2457,UE1,22-06-22 11:46:14.413,,,63
2458,UE1,22-06-22 11:46:15.408,,,63
2459,UE1,22-06-22 11:46:16.410,,,63
2460,UE1,22-06-22 11:46:17.420,,,63
2461,UE1,22-06-22 11:46:18.425,,,63
2462,UE1,22-06-22 11:46:19.418,,,63
2463,UE1,22-06-22 11:46:20.423,,,63
2464,UE1,22-06-22 11:46:21.431,,,63
2465,UE1,22-06-22 11:46:22.421,,,63
2466,UE1,22-06-22 11:46:23.429,,,63
2467,UE1,22-06-22 11:46:24.428,,,63
2468,UE1,22-06-22 11:46:25.433,,,63
2469,UE1,22-06-22 11:46:26.447,,,63
2470,UE1,22-06-22 11:46:27.440,,,63
2471,UE1,22-06-22 11:46:28.439,,,63
2472,UE1,22-06-22 11:46:30.453,,,63
2473,UE1,22-06-22 11:46:32.454,,,63
2474,UE1,22-06-22 11:46:33.465,,,63
2475,UE1,22-06-22 11:46:34.460,,,63
2476,UE1,22-06-22 11:46:35.472,,,62
2477,UE1,22-06-22 11:46:36.471,,,63
2478,UE1,22-06-22 11:46:37.469,,,62
2479,UE1,22-06-22 11:46:38.478,,,62
2480,UE1,22-06-22 11:46:39.519,,,63
2481,UE1,22-06-22 11:46:40.545,,,62
2482,UE1,22-06-22 11:46:41.541,,,63
2483,UE1,22-06-22 11:46:42.547,,,63
2484,UE1,22-06-22 11:46:43.537,,,63
2485,UE1,22-06-22 11:46:44.544,,,63
2486,UE1,22-06-22 11:46:45.553,,,63
2487,UE1,22-06-22 11:46:46.542,,,63
2488,UE1,22-06-22 11:46:47.545,,,63
2489,UE1,22-06-22 11:46:48.555,,,63
2490,UE1,22-06-22 11:46:49.546,,,63
2491,UE1,22-06-22 11:46:50.562,,,63
2492,UE1,22-06-22 11:46:51.551,,,63
2493,UE1,22-06-22 11:46:52.559,,,63
2494,UE1,22-06-22 11:46:53.569,,,63
2495,UE1,22-06-22 11:46:54.564,,,63
2496,UE1,22-06-22 11:46:55.565,,,63
2497,UE1,22-06-22 11:46:56.570,,,62
2498,UE1,22-06-22 11:46:57.573,,,63
2499,UE1,22-06-22 11:46:58.580,,,63
2500,UE1,22-06-22 11:46:59.586,,,63
2501,UE1,22-06-22 11:47:00.579,,,63
2502,UE1,22-06-22 11:47:01.612,,,63
2503,UE1,22-06-22 11:47:02.636,,,63
2504,UE1,22-06-22 11:47:03.633,,,63
2505,UE1,22-06-22 11:47:04.644,,,63
2506,UE1,22-06-22 11:47:05.646,,,63
2507,UE1,22-06-22 11:47:06.642,,,63
2508,UE1,22-06-22 11:47:07.655,,,63
2509,UE1,22-06-22 11:47:08.665,,,63
2510,UE1,22-06-22 11:47:09.678,,,63
2511,UE1,22-06-22 11:47:10.671,,,63
2512,UE1,22-06-22 11:47:11.677,,,63
2513,UE1,22-06-22 11:47:12.680,,,63
2514,UE1,22-06-22 11:47:14.702,,,63
2515,UE1,22-06-22 11:47:15.693,,,63
2516,UE1,22-06-22 11:47:16.698,,,63
2517,UE1,22-06-22 11:47:18.704,,,63
2518,UE1,22-06-22 11:47:19.706,,,63
2519,UE1,22-06-22 11:47:20.696,,,63
2520,UE1,22-06-22 11:47:22.709,,,63
2521,UE1,22-06-22 11:47:23.709,,,63
2522,UE1,22-06-22 11:47:24.716,,,63
2523,UE1,22-06-22 11:47:25.725,,,63
2524,UE1,22-06-22 11:47:27.721,,,63
2525,UE1,22-06-22 11:47:28.736,,,63
2526,UE1,22-06-22 11:47:29.718,,,62
2527,UE1,22-06-22 11:47:30.736,,,63
2528,UE1,22-06-22 11:47:31.725,,,63
2529,UE1,22-06-22 11:47:32.728,,,63
2530,UE1,22-06-22 11:47:33.737,,,63
2531,UE1,22-06-22 11:47:34.746,,,63
2532,UE1,22-06-22 11:47:35.776,,,63
2533,UE1,22-06-22 11:47:36.791,,,63
2534,UE1,22-06-22 11:47:37.792,,,63
2535,UE1,22-06-22 11:47:38.804,,,63
2536,UE1,22-06-22 11:47:39.793,,,63
2537,UE1,22-06-22 11:47:40.797,,,63
2538,UE1,22-06-22 11:47:41.801,,,63
2539,UE1,22-06-22 11:47:43.810,,,63
2540,UE1,22-06-22 11:47:44.809,,,63
2541,UE1,22-06-22 11:47:45.815,,,63
2542,UE1,22-06-22 11:47:47.824,,,63
2543,UE1,22-06-22 11:47:49.823,,,63
2544,UE1,22-06-22 11:47:50.837,,,63
2545,UE1,22-06-22 11:47:52.844,,,63
2546,UE1,22-06-22 11:47:53.846,,,63
2547,UE1,22-06-22 11:47:54.850,,,63
2548,UE1,22-06-22 11:47:55.852,,,63
2549,UE1,22-06-22 11:47:57.854,,,63
2550,UE1,22-06-22 11:47:58.864,,,63
2551,UE1,22-06-22 11:47:59.875,,,63
2552,UE1,22-06-22 11:48:00.867,,,63
2553,UE1,22-06-22 11:48:01.864,,,63
2554,UE1,22-06-22 11:48:02.860,,,63
2555,UE1,22-06-22 11:48:04.863,,,63
2556,UE1,22-06-22 11:48:05.872,,,62
2557,UE1,22-06-22 11:48:06.869,,,63
2558,UE1,22-06-22 11:48:07.876,,,62
2559,UE1,22-06-22 11:48:08.884,,,63
2560,UE1,22-06-22 11:48:09.869,,,63
2561,UE1,22-06-22 11:48:10.875,,,63
2562,UE1,22-06-22 11:48:11.884,,,63
2563,UE1,22-06-22 11:48:12.872,,,63
2564,UE1,22-06-22 11:48:13.890,,,63
2565,UE1,22-06-22 11:48:14.889,,,63
2566,UE1,22-06-22 11:48:15.876,,,62
2567,UE1,22-06-22 11:48:16.897,,,63
2568,UE1,22-06-22 11:48:17.902,,,63
2569,UE1,22-06-22 11:48:18.901,,,63
2570,UE1,22-06-22 11:48:19.902,,,63
2571,UE1,22-06-22 11:48:21.909,,,63
2572,UE1,22-06-22 11:48:22.905,,,63
2573,UE1,22-06-22 11:48:23.902,,,63
2574,UE1,22-06-22 11:48:25.921,,,63
2575,UE1,22-06-22 11:48:26.934,,,63
2576,UE1,22-06-22 11:48:27.931,,,63
2577,UE1,22-06-22 11:48:30.948,,,63
2578,UE1,22-06-22 11:48:31.951,,,63
2579,UE1,22-06-22 11:48:32.960,,,63
2580,UE1,22-06-22 11:48:33.955,,,63
2581,UE1,22-06-22 11:48:34.957,,,63
2582,UE1,22-06-22 11:48:35.964,,,63
2583,UE1,22-06-22 11:48:36.968,,,63
2584,UE1,22-06-22 11:48:37.982,,,63
2585,UE1,22-06-22 11:48:38.978,,,63
2586,UE1,22-06-22 11:48:39.977,,,63
2587,UE1,22-06-22 11:48:42.044,,,63
2588,UE1,22-06-22 11:48:43.054,,,63
2589,UE1,22-06-22 11:48:44.038,,,63
2590,UE1,22-06-22 11:48:45.048,,,63
2591,UE1,22-06-22 11:48:46.051,,,63
2592,UE1,22-06-22 11:48:47.044,,,63
2593,UE1,22-06-22 11:48:48.049,,,63
2594,UE1,22-06-22 11:48:50.050,,,63
2595,UE1,22-06-22 11:48:51.059,,,63
2596,UE1,22-06-22 11:48:52.061,,,63
2597,UE1,22-06-22 11:48:53.077,,,63
2598,UE1,22-06-22 11:48:54.094,,,63
2599,UE1,22-06-22 11:48:55.089,,,63
2600,UE1,22-06-22 11:48:56.098,,,63
2601,UE1,22-06-22 11:48:57.134,,,63
2602,UE1,22-06-22 11:48:58.144,,,63
2603,UE1,22-06-22 11:48:59.164,,,63
2604,UE1,22-06-22 11:49:00.172,,,63
2605,UE1,22-06-22 11:49:02.177,,,63
2606,UE1,22-06-22 11:49:03.178,,,63
2607,UE1,22-06-22 11:49:04.187,,,63
2608,UE1,22-06-22 11:49:06.205,,,63
2609,UE1,22-06-22 11:49:07.197,,,63
2610,UE1,22-06-22 11:49:08.201,,,63
2611,UE1,22-06-22 11:49:10.205,,,63
2612,UE1,22-06-22 11:49:11.219,,,63
2613,UE1,22-06-22 11:49:12.228,,,63
2614,UE1,22-06-22 11:49:13.286,,,63
2615,UE1,22-06-22 11:49:14.296,,,63
2616,UE1,22-06-22 11:49:15.309,,,63
2617,UE1,22-06-22 11:49:16.348,,,63
2618,UE1,22-06-22 11:49:17.346,,,63
2619,UE1,22-06-22 11:49:18.364,,,63
2620,UE1,22-06-22 11:49:19.354,,,63
2621,UE1,22-06-22 11:49:20.362,,,63
2622,UE1,22-06-22 11:49:21.376,,,63
2623,UE1,22-06-22 11:49:22.363,,,63
2624,UE1,22-06-22 11:49:23.366,,,63
2625,UE1,22-06-22 11:49:24.371,,,63
2626,UE1,22-06-22 11:49:25.378,,,63
2627,UE1,22-06-22 11:49:26.370,,,63
2628,UE1,22-06-22 11:49:27.370,,,63
2629,UE1,22-06-22 11:49:28.385,,,63
2630,UE1,22-06-22 11:49:29.377,,,63
2631,UE1,22-06-22 11:49:30.379,,,63
2632,UE1,22-06-22 11:49:31.393,,,63
2633,UE1,22-06-22 11:49:32.381,,,63
2634,UE1,22-06-22 11:49:33.393,,,63
2635,UE1,22-06-22 11:49:34.400,,,63
2636,UE1,22-06-22 11:49:35.437,,,63
2637,UE1,22-06-22 11:49:36.462,,,63
2638,UE1,22-06-22 11:49:37.450,,,63
2639,UE1,22-06-22 11:49:38.470,,,63
2640,UE1,22-06-22 11:49:39.464,,,63
2641,UE1,22-06-22 11:49:40.469,,,63
2642,UE1,22-06-22 11:49:41.476,,,63
2643,UE1,22-06-22 11:49:42.467,,,63
2644,UE1,22-06-22 11:49:43.480,,,63
2645,UE1,22-06-22 11:49:44.491,,,63
2646,UE1,22-06-22 11:49:46.489,,,63
2647,UE1,22-06-22 11:49:47.492,,,63
2648,UE1,22-06-22 11:49:48.493,,,63
2649,UE1,22-06-22 11:49:49.512,,,63
2650,UE1,22-06-22 11:49:50.499,,,63
2651,UE1,22-06-22 11:49:51.505,,,63
2652,UE1,22-06-22 11:49:52.512,,,63
2653,UE1,22-06-22 11:49:53.517,,,63
2654,UE1,22-06-22 11:49:54.519,,,63
2655,UE1,22-06-22 11:49:55.524,,,63
2656,UE1,22-06-22 11:49:56.536,,,63
2657,UE1,22-06-22 11:49:58.539,,,62
